sample,low,high,density
2,-0.099915,-0.099251,0.037883
2,-0.099251,-0.098587,0.075765
2,-0.098587,-0.097923,0.000000
2,-0.097923,-0.097259,0.018941
2,-0.097259,-0.096595,0.056824
2,-0.096595,-0.095931,0.075765
2,-0.095931,-0.095266,0.018941
2,-0.095266,-0.094602,0.037883
2,-0.094602,-0.093938,0.075765
2,-0.093938,-0.093274,0.037883
2,-0.093274,-0.092610,0.000000
2,-0.092610,-0.091946,0.094707
2,-0.091946,-0.091282,0.000000
2,-0.091282,-0.090618,0.000000
2,-0.090618,-0.089953,0.056823
2,-0.089953,-0.089289,0.075765
2,-0.089289,-0.088625,0.075765
2,-0.088625,-0.087961,0.075765
2,-0.087961,-0.087297,0.018941
2,-0.087297,-0.086633,0.056823
2,-0.086633,-0.085969,0.037883
2,-0.085969,-0.085305,0.075765
2,-0.085305,-0.084641,0.075765
2,-0.084641,-0.083976,0.037883
2,-0.083976,-0.083312,0.113648
2,-0.083312,-0.082648,0.056824
2,-0.082648,-0.081984,0.094706
2,-0.081984,-0.081320,0.151531
2,-0.081320,-0.080656,0.151531
2,-0.080656,-0.079992,0.265179
2,-0.079992,-0.079328,0.151531
2,-0.079328,-0.078663,0.113647
2,-0.078663,-0.077999,0.037883
2,-0.077999,-0.077335,0.094707
2,-0.077335,-0.076671,0.132590
2,-0.076671,-0.076007,0.132590
2,-0.076007,-0.075343,0.170472
2,-0.075343,-0.074679,0.265179
2,-0.074679,-0.074015,0.189412
2,-0.074015,-0.073351,0.227296
2,-0.073351,-0.072686,0.246238
2,-0.072686,-0.072022,0.170472
2,-0.072022,-0.071358,0.284117
2,-0.071358,-0.070694,0.303062
2,-0.070694,-0.070030,0.284121
2,-0.070030,-0.069366,0.265179
2,-0.069366,-0.068702,0.435652
2,-0.068702,-0.068038,0.378827
2,-0.068038,-0.067374,0.284121
2,-0.067374,-0.066709,0.303062
2,-0.066709,-0.066045,0.681882
2,-0.066045,-0.065381,0.246238
2,-0.065381,-0.064717,0.359886
2,-0.064717,-0.064053,0.530353
2,-0.064053,-0.063389,0.359886
2,-0.063389,-0.062725,0.454593
2,-0.062725,-0.062061,0.587183
2,-0.062061,-0.061396,0.435652
2,-0.061396,-0.060732,0.644007
2,-0.060732,-0.060068,0.568238
2,-0.060068,-0.059404,0.871303
2,-0.059404,-0.058740,0.662948
2,-0.058740,-0.058076,0.871298
2,-0.058076,-0.057412,0.530358
2,-0.057412,-0.056748,0.606124
2,-0.056748,-0.056084,0.757651
2,-0.056084,-0.055419,0.738714
2,-0.055419,-0.054755,0.871303
2,-0.054755,-0.054091,0.984946
2,-0.054091,-0.053427,1.098600
2,-0.053427,-0.052763,1.174365
2,-0.052763,-0.052099,1.136476
2,-0.052099,-0.051435,1.136482
2,-0.051435,-0.050771,1.003893
2,-0.050771,-0.050107,1.117535
2,-0.050107,-0.049442,1.306955
2,-0.049442,-0.048778,0.928127
2,-0.048778,-0.048114,1.420595
2,-0.048114,-0.047450,1.553193
2,-0.047450,-0.046786,1.780479
2,-0.046786,-0.046122,1.685782
2,-0.046122,-0.045458,1.477427
2,-0.045458,-0.044794,1.458478
2,-0.044794,-0.044129,1.306955
2,-0.044129,-0.043465,2.045668
2,-0.043465,-0.042801,1.591066
2,-0.042801,-0.042137,1.572134
2,-0.042137,-0.041473,1.969903
2,-0.041473,-0.040809,1.988833
2,-0.040809,-0.040145,1.856255
2,-0.040145,-0.039481,2.310848
2,-0.039481,-0.038817,2.045657
2,-0.038817,-0.038152,2.197199
2,-0.038152,-0.037488,2.083551
2,-0.037488,-0.036824,2.651792
2,-0.036824,-0.036160,2.500261
2,-0.036160,-0.035496,2.519174
2,-0.035496,-0.034832,2.519203
2,-0.034832,-0.034168,2.254023
2,-0.034168,-0.033504,2.386613
2,-0.033504,-0.032839,2.651792
2,-0.032839,-0.032175,2.083528
2,-0.032175,-0.031511,2.386613
2,-0.031511,-0.030847,2.348730
2,-0.030847,-0.030183,2.613910
2,-0.030183,-0.029519,2.822265
2,-0.029519,-0.028855,3.011678
2,-0.028855,-0.028191,3.295762
2,-0.028191,-0.027527,3.144268
2,-0.027527,-0.026862,3.257916
2,-0.026862,-0.026198,2.860147
2,-0.026198,-0.025534,3.295799
2,-0.025534,-0.024870,3.030620
2,-0.024870,-0.024206,2.897998
2,-0.024206,-0.023542,3.409447
2,-0.023542,-0.022878,3.011678
2,-0.022878,-0.022214,2.841206
2,-0.022214,-0.021550,3.182151
2,-0.021550,-0.020885,3.636744
2,-0.020885,-0.020221,2.841174
2,-0.020221,-0.019557,3.106385
2,-0.019557,-0.018893,2.973796
2,-0.018893,-0.018229,3.390506
2,-0.018229,-0.017565,3.125327
2,-0.017565,-0.016901,3.201092
2,-0.016901,-0.016237,3.371527
2,-0.016237,-0.015572,3.466271
2,-0.015572,-0.014908,2.689675
2,-0.014908,-0.014244,3.087444
2,-0.014244,-0.013580,3.693568
2,-0.013580,-0.012916,3.977644
2,-0.012916,-0.012252,3.485213
2,-0.012252,-0.011588,3.845099
2,-0.011588,-0.010924,3.636744
2,-0.010924,-0.010260,3.901923
2,-0.010260,-0.009595,4.261809
2,-0.009595,-0.008931,3.598821
2,-0.008931,-0.008267,3.807216
2,-0.008267,-0.007603,3.163209
2,-0.007603,-0.006939,4.242868
2,-0.006939,-0.006275,4.602754
2,-0.006275,-0.005611,5.360409
2,-0.005611,-0.004947,6.383171
2,-0.004947,-0.004282,8.675149
2,-0.004282,-0.003618,12.918017
2,-0.003618,-0.002954,19.320201
2,-0.002954,-0.002290,29.965253
2,-0.002290,-0.001626,55.820227
2,-0.001626,-0.000962,89.534867
2,-0.000962,-0.000298,139.863101
2,-0.000298,0.000366,177.423844
2,0.000366,0.001030,139.370625
2,0.001030,0.001695,88.645627
2,0.001695,0.002359,53.774559
2,0.002359,0.003023,31.574915
2,0.003023,0.003687,18.714077
2,0.003687,0.004351,12.141420
2,0.004351,0.005015,8.959270
2,0.005015,0.005679,7.311370
2,0.005679,0.006343,5.909642
2,0.006343,0.007007,5.360409
2,0.007007,0.007672,4.943698
2,0.007672,0.008336,4.280750
2,0.008336,0.009000,4.792167
2,0.009000,0.009664,4.451223
2,0.009664,0.010328,4.564820
2,0.010328,0.010992,4.148161
2,0.010992,0.011656,3.523095
2,0.011656,0.012320,3.769333
2,0.012320,0.012985,3.977688
2,0.012985,0.013649,3.579920
2,0.013649,0.014313,3.371527
2,0.014313,0.014977,3.579920
2,0.014977,0.015641,4.034513
2,0.015641,0.016305,4.242868
2,0.016305,0.016969,4.091337
2,0.016969,0.017633,4.848992
2,0.017633,0.018297,4.318585
2,0.018297,0.018962,3.655685
2,0.018962,0.019626,4.356516
2,0.019626,0.020290,4.110278
2,0.020290,0.020954,3.958747
2,0.020954,0.021618,4.545930
2,0.021618,0.022282,3.731409
2,0.022282,0.022946,3.693568
2,0.022946,0.023610,3.826157
2,0.023610,0.024275,4.261809
2,0.024275,0.024939,4.072395
2,0.024939,0.025603,4.186044
2,0.025603,0.026267,4.015571
2,0.026267,0.026931,4.470164
2,0.026931,0.027595,3.617802
2,0.027595,0.028259,3.523016
2,0.028259,0.028923,3.371564
2,0.028923,0.029587,4.034513
2,0.029587,0.030252,4.356516
2,0.030252,0.030916,3.996630
2,0.030916,0.031580,3.939806
2,0.031580,0.032244,4.223926
2,0.032244,0.032908,3.712509
2,0.032908,0.033572,3.807216
2,0.033572,0.034236,4.356516
2,0.034236,0.034900,4.242868
2,0.034900,0.035564,3.845013
2,0.035564,0.036229,4.015571
2,0.036229,0.036893,3.655685
2,0.036893,0.037557,3.617802
2,0.037557,0.038221,3.731451
2,0.038221,0.038885,3.636744
2,0.038885,0.039549,3.485213
2,0.039549,0.040213,3.201092
2,0.040213,0.040877,3.295799
2,0.040877,0.041542,3.598861
2,0.041542,0.042206,3.352623
2,0.042206,0.042870,3.560978
2,0.042870,0.043534,3.541957
2,0.043534,0.044198,3.504154
2,0.044198,0.044862,3.674626
2,0.044862,0.045526,3.447330
2,0.045526,0.046190,2.973796
2,0.046190,0.046854,2.841206
2,0.046854,0.047519,3.314740
2,0.047519,0.048183,3.125327
2,0.048183,0.048847,3.579920
2,0.048847,0.049511,2.973796
2,0.049511,0.050175,2.765441
2,0.050175,0.050839,2.594910
2,0.050839,0.051503,2.689675
2,0.051503,0.052167,3.220033
2,0.052167,0.052832,2.386613
2,0.052832,0.053496,2.841206
2,0.053496,0.054160,2.651792
2,0.054160,0.054824,2.235082
2,0.054824,0.055488,2.651792
2,0.055488,0.056152,2.822265
2,0.056152,0.056816,2.992737
2,0.056816,0.057480,2.405554
2,0.057480,0.058144,2.500261
2,0.058144,0.058809,2.235032
2,0.058809,0.059473,2.443437
2,0.059473,0.060137,2.140375
2,0.060137,0.060801,2.348730
2,0.060801,0.061465,2.216141
2,0.061465,0.062129,2.254023
2,0.062129,0.062793,2.481320
2,0.062793,0.063457,2.481320
2,0.063457,0.064121,2.519203
2,0.064121,0.064786,2.102492
2,0.064786,0.065450,1.969903
2,0.065450,0.066114,2.178258
2,0.066114,0.066778,2.140327
2,0.066778,0.067442,2.007786
2,0.067442,0.068106,2.026727
2,0.068106,0.068770,2.216141
2,0.068770,0.069434,1.780489
2,0.069434,0.070099,2.216141
2,0.070099,0.070763,1.875196
2,0.070763,0.071427,1.950961
2,0.071427,0.072091,1.932020
2,0.072091,0.072755,1.988844
2,0.072755,0.073419,2.235082
2,0.073419,0.074083,2.159268
2,0.074083,0.074747,2.178258
2,0.074747,0.075411,1.856255
2,0.075411,0.076076,1.572134
2,0.076076,0.076740,1.969903
2,0.076740,0.077404,1.553193
2,0.077404,0.078068,1.666841
2,0.078068,0.078732,1.458486
2,0.078732,0.079396,1.325896
2,0.079396,0.080060,1.515310
2,0.080060,0.080724,1.439544
2,0.080724,0.081389,1.666841
2,0.081389,0.082053,1.344807
2,0.082053,0.082717,1.363779
2,0.082717,0.083381,1.306955
2,0.083381,0.084045,1.572134
2,0.084045,0.084709,1.079658
2,0.084709,0.085373,1.477427
2,0.085373,0.086037,1.231189
2,0.086037,0.086701,1.269072
2,0.086701,0.087366,1.288013
2,0.087366,0.088030,1.193307
2,0.088030,0.088694,1.098600
2,0.088694,0.089358,1.155424
2,0.089358,0.090022,0.947047
2,0.090022,0.090686,1.098600
2,0.090686,0.091350,1.003893
2,0.091350,0.092014,1.079658
2,0.092014,0.092678,1.117541
2,0.092678,0.093343,1.269072
2,0.093343,0.094007,1.325896
2,0.094007,0.094671,0.984951
2,0.094671,0.095335,1.117541
2,0.095335,0.095999,1.117541
2,0.095999,0.096663,0.947069
2,0.096663,0.097327,0.947047
2,0.097327,0.097991,0.984951
2,0.097991,0.098656,0.644007
2,0.098656,0.099320,0.757655
2,0.099320,0.099984,1.079670
3,-0.099757,-0.099094,0.108052
3,-0.099094,-0.098430,0.000000
3,-0.098430,-0.097767,0.000000
3,-0.097767,-0.097103,0.027013
3,-0.097103,-0.096440,0.027013
3,-0.096440,-0.095777,0.135063
3,-0.095777,-0.095113,0.000000
3,-0.095113,-0.094450,0.027013
3,-0.094450,-0.093786,0.054026
3,-0.093786,-0.093123,0.000000
3,-0.093123,-0.092460,0.000000
3,-0.092460,-0.091796,0.135063
3,-0.091796,-0.091133,0.000000
3,-0.091133,-0.090469,0.000000
3,-0.090469,-0.089806,0.108052
3,-0.089806,-0.089143,0.054025
3,-0.089143,-0.088479,0.108052
3,-0.088479,-0.087816,0.054025
3,-0.087816,-0.087152,0.054026
3,-0.087152,-0.086489,0.000000
3,-0.086489,-0.085826,0.081039
3,-0.085826,-0.085162,0.054025
3,-0.085162,-0.084499,0.081039
3,-0.084499,-0.083835,0.054025
3,-0.083835,-0.083172,0.108052
3,-0.083172,-0.082509,0.081039
3,-0.082509,-0.081845,0.162076
3,-0.081845,-0.081182,0.081038
3,-0.081182,-0.080518,0.216104
3,-0.080518,-0.079855,0.297142
3,-0.079855,-0.079192,0.216101
3,-0.079192,-0.078528,0.162076
3,-0.078528,-0.077865,0.000000
3,-0.077865,-0.077202,0.108052
3,-0.077202,-0.076538,0.162076
3,-0.076538,-0.075875,0.135063
3,-0.075875,-0.075211,0.162078
3,-0.075211,-0.074548,0.270130
3,-0.074548,-0.073885,0.297139
3,-0.073885,-0.073221,0.270126
3,-0.073221,-0.072558,0.297142
3,-0.072558,-0.071894,0.189091
3,-0.071894,-0.071231,0.432202
3,-0.071231,-0.070568,0.324155
3,-0.070568,-0.069904,0.216101
3,-0.069904,-0.069241,0.324155
3,-0.069241,-0.068577,0.486228
3,-0.068577,-0.067914,0.378181
3,-0.067914,-0.067251,0.459220
3,-0.067251,-0.066587,0.405190
3,-0.066587,-0.065924,0.675316
3,-0.065924,-0.065260,0.216104
3,-0.065260,-0.064597,0.540259
3,-0.064597,-0.063934,0.540253
3,-0.063934,-0.063270,0.486228
3,-0.063270,-0.062607,0.432207
3,-0.062607,-0.061943,0.621294
3,-0.061943,-0.061280,0.621294
3,-0.061280,-0.060617,0.675320
3,-0.060617,-0.059953,0.567269
3,-0.059953,-0.059290,0.864410
3,-0.059290,-0.058626,0.756358
3,-0.058626,-0.057963,1.026486
3,-0.057963,-0.057300,0.675320
3,-0.057300,-0.056636,0.702333
3,-0.056636,-0.055973,1.026486
3,-0.055973,-0.055309,0.837397
3,-0.055309,-0.054646,0.972461
3,-0.054646,-0.053983,1.269602
3,-0.053983,-0.053319,1.188563
3,-0.053319,-0.052656,1.566742
3,-0.052656,-0.051992,1.215576
3,-0.051992,-0.051329,1.323627
3,-0.051329,-0.050666,1.242589
3,-0.050666,-0.050002,1.323627
3,-0.050002,-0.049339,1.431678
3,-0.049339,-0.048675,1.080512
3,-0.048675,-0.048012,1.782845
3,-0.048012,-0.047349,1.728819
3,-0.047349,-0.046685,2.025960
3,-0.046685,-0.046022,2.052984
3,-0.046022,-0.045358,1.917909
3,-0.045358,-0.044695,1.647781
3,-0.044695,-0.044032,1.593755
3,-0.044032,-0.043368,2.377127
3,-0.043368,-0.042705,1.809858
3,-0.042705,-0.042042,2.161024
3,-0.042042,-0.041378,2.215050
3,-0.041378,-0.040715,2.269075
3,-0.040715,-0.040051,1.890896
3,-0.040051,-0.039388,2.809331
3,-0.039388,-0.038725,2.431152
3,-0.038725,-0.038061,2.350114
3,-0.038061,-0.037398,2.593229
3,-0.037398,-0.036734,3.160498
3,-0.036734,-0.036071,2.863373
3,-0.036071,-0.035408,3.106455
3,-0.035408,-0.034744,2.944412
3,-0.034744,-0.034081,2.593214
3,-0.034081,-0.033417,3.376619
3,-0.033417,-0.032754,2.674252
3,-0.032754,-0.032091,2.323114
3,-0.032091,-0.031427,2.647240
3,-0.031427,-0.030764,2.512205
3,-0.030764,-0.030100,2.674252
3,-0.030100,-0.029437,3.754800
3,-0.029437,-0.028774,3.160480
3,-0.028774,-0.028110,3.673762
3,-0.028110,-0.027447,3.457619
3,-0.027447,-0.026783,3.862852
3,-0.026783,-0.026120,3.241518
3,-0.026120,-0.025457,3.862852
3,-0.025457,-0.024793,3.187493
3,-0.024793,-0.024130,3.349606
3,-0.024130,-0.023466,3.403594
3,-0.023466,-0.022803,3.268567
3,-0.022803,-0.022140,3.025417
3,-0.022140,-0.021476,3.754800
3,-0.021476,-0.020813,4.186961
3,-0.020813,-0.020149,3.241554
3,-0.020149,-0.019486,3.484632
3,-0.019486,-0.018823,3.484671
3,-0.018823,-0.018159,3.727746
3,-0.018159,-0.017496,3.430645
3,-0.017496,-0.016832,3.268531
3,-0.016832,-0.016169,3.862852
3,-0.016169,-0.015506,3.673720
3,-0.015506,-0.014842,2.674282
3,-0.014842,-0.014179,3.403632
3,-0.014179,-0.013515,4.240986
3,-0.013515,-0.012852,4.349085
3,-0.012852,-0.012189,4.186961
3,-0.012189,-0.011525,4.132982
3,-0.011525,-0.010862,4.159948
3,-0.010862,-0.010199,4.484150
3,-0.010199,-0.009535,4.349037
3,-0.009535,-0.008872,3.646749
3,-0.008872,-0.008208,4.349037
3,-0.008208,-0.007545,3.268567
3,-0.007545,-0.006882,4.727214
3,-0.006882,-0.006218,4.997396
3,-0.006218,-0.005555,5.942783
3,-0.005555,-0.004891,6.456096
3,-0.004891,-0.004228,9.724554
3,-0.004228,-0.003565,14.397904
3,-0.003565,-0.002901,20.826753
3,-0.002901,-0.002238,33.090867
3,-0.002238,-0.001574,58.941601
3,-0.001574,-0.000911,94.572348
3,-0.000911,-0.000248,145.760257
3,-0.000248,0.000416,177.448088
3,0.000416,0.001079,136.035703
3,0.001079,0.001743,86.360410
3,0.001743,0.002406,52.917780
3,0.002406,0.003069,32.874764
3,0.003069,0.003733,18.476652
3,0.003733,0.004396,12.209855
3,0.004396,0.005060,9.373389
3,0.005060,0.005723,7.401549
3,0.005723,0.006386,5.915770
3,0.006386,0.007050,5.456616
3,0.007050,0.007713,5.267526
3,0.007713,0.008377,4.646176
3,0.008377,0.009040,4.754280
3,0.009040,0.009703,4.808252
3,0.009703,0.010367,4.511163
3,0.010367,0.011030,4.295011
3,0.011030,0.011694,3.700775
3,0.011694,0.012357,4.051897
3,0.012357,0.013020,3.889865
3,0.013020,0.013684,3.619695
3,0.013684,0.014347,3.295580
3,0.014347,0.015011,3.997872
3,0.015011,0.015674,3.970904
3,0.015674,0.016337,4.267999
3,0.016337,0.017001,4.159995
3,0.017001,0.017664,4.646176
3,0.017664,0.018328,4.132982
3,0.018328,0.018991,3.376581
3,0.018991,0.019654,4.295060
3,0.019654,0.020318,4.159948
3,0.020318,0.020981,3.781813
3,0.020981,0.021644,4.403062
3,0.021644,0.022308,3.646749
3,0.022308,0.022971,3.646708
3,0.022971,0.023635,3.997917
3,0.023635,0.024298,4.186961
3,0.024298,0.024961,4.105969
3,0.024961,0.025625,4.349085
3,0.025625,0.026288,3.943847
3,0.026288,0.026952,3.970859
3,0.026952,0.027615,3.322631
3,0.027615,0.028278,3.322556
3,0.028278,0.028942,2.917366
3,0.028942,0.029605,3.592682
3,0.029605,0.030269,3.997962
3,0.030269,0.030932,3.646708
3,0.030932,0.031595,3.916834
3,0.031595,0.032259,4.322024
3,0.032259,0.032922,3.322631
3,0.032922,0.033586,3.538657
3,0.033586,0.034249,4.213973
3,0.034249,0.034912,3.808784
3,0.034912,0.035576,3.565750
3,0.035576,0.036239,3.808784
3,0.036239,0.036903,3.646708
3,0.036903,0.037566,3.160480
3,0.037566,0.038229,3.322631
3,0.038229,0.038893,3.565670
3,0.038893,0.039556,3.052429
3,0.039556,0.040220,2.728278
3,0.040220,0.040883,3.133538
3,0.040883,0.041546,2.917366
3,0.041546,0.042210,2.890354
3,0.042210,0.042873,3.214505
3,0.042873,0.043537,3.511723
3,0.043537,0.044200,3.160480
3,0.044200,0.044863,3.106455
3,0.044863,0.045527,3.025417
3,0.045527,0.046190,2.620286
3,0.046190,0.046854,2.350101
3,0.046854,0.047517,2.647240
3,0.047517,0.048180,2.620227
3,0.048180,0.048844,3.214578
3,0.048844,0.049507,2.647240
3,0.049507,0.050171,2.269063
3,0.050171,0.050834,2.377167
3,0.050834,0.051497,2.674252
3,0.051497,0.052161,2.458151
3,0.052161,0.052824,2.079974
3,0.052824,0.053487,2.377167
3,0.053487,0.054151,2.485164
3,0.054151,0.054814,1.890885
3,0.054814,0.055478,1.998936
3,0.055478,0.056141,2.215087
3,0.056141,0.056804,2.404126
3,0.056804,0.057468,1.971923
3,0.057468,0.058131,2.079974
3,0.058131,0.058795,1.917941
3,0.058795,0.059458,2.079974
3,0.059458,0.060121,1.728810
3,0.060121,0.060785,1.863873
3,0.060785,0.061448,1.701835
3,0.061448,0.062112,1.998936
3,0.062112,0.062775,1.728810
3,0.062775,0.063438,1.998936
3,0.063438,0.064102,2.269114
3,0.064102,0.064765,1.782835
3,0.064765,0.065429,1.431670
3,0.065429,0.066092,1.782835
3,0.066092,0.066755,1.836901
3,0.066755,0.067419,1.701797
3,0.067419,0.068082,1.782835
3,0.068082,0.068746,1.890885
3,0.068746,0.069409,1.620795
3,0.069409,0.070072,1.701797
3,0.070072,0.070736,1.458683
3,0.070736,0.071399,1.485729
3,0.071399,0.072063,1.350632
3,0.072063,0.072726,1.485696
3,0.072726,0.073389,1.782835
3,0.073389,0.074053,1.458716
3,0.074053,0.074716,1.782835
3,0.074716,0.075380,1.431670
3,0.075380,0.076043,1.296607
3,0.076043,0.076706,1.539756
3,0.076706,0.077370,1.188557
3,0.077370,0.078033,1.404658
3,0.078033,0.078697,0.918430
3,0.078697,0.079360,1.053517
3,0.079360,0.080023,1.107519
3,0.080023,0.080687,0.918430
3,0.080687,0.081350,0.972455
3,0.081350,0.082014,1.053517
3,0.082014,0.082677,0.891417
3,0.082677,0.083340,0.783367
3,0.083340,0.084004,1.242582
3,0.084004,0.084667,0.675331
3,0.084667,0.085330,0.918430
3,0.085330,0.085994,0.945443
3,0.085994,0.086657,0.783367
3,0.086657,0.087321,0.972477
3,0.087321,0.087984,0.756354
3,0.087984,0.088647,0.729342
3,0.088647,0.089311,0.837392
3,0.089311,0.089974,0.540265
3,0.089974,0.090638,0.702329
3,0.090638,0.091301,0.756354
3,0.091301,0.091964,0.675331
3,0.091964,0.092628,0.540253
3,0.092628,0.093291,0.783367
3,0.093291,0.093955,0.810379
3,0.093955,0.094618,0.702345
3,0.094618,0.095281,0.648304
3,0.095281,0.095945,0.702329
3,0.095945,0.096608,0.486228
3,0.096608,0.097272,0.621305
3,0.097272,0.097935,0.594278
3,0.097935,0.098598,0.405190
3,0.098598,0.099262,0.378177
3,0.099262,0.099925,0.675339
